count,date,title,description,org_link,link
1,2024-08-15 20:44:00,"&quot;미 법무부, 구글 분할 검토 중...AI 검색에도 영향 미칠 수 있어&quot;","또 DOJ는 구글의 검색 우위가 <b>인공지능</b>(AI) 기술 개발에 유리하다는 우려도 제기했는데, 이에 따라 구글이 AI 검색에 웹사이트 활용을 강요하는 것을 금지할 수도 있을 것으로 봤다. 현재 구글이 서비스 중인 'AI 개요'는... ",https://www.aitimes.com/news/articleView.html?idxno=162538,https://www.aitimes.com/news/articleView.html?idxno=162538
2,2024-08-15 20:41:00,[세상 읽기]AI 구독경제 전환과 편향 속에 숨겨진 노동,| 김종진 일하는시민연구소 소장 지난 몇년 새 <b>인공지능</b>의 속도는 매우 빠르게 변화되고 있다. 오픈AI의 ‘챗GPT’ 고급 버전부터 마이크로소프트의 AI 서비스와 구글과 애플의 AI 음성 비서까지. 다양한 <b>인공지능</b>... ,https://www.khan.co.kr/opinion/column/article/202408152036005,https://n.news.naver.com/mnews/article/032/0003315215?sid=110
3,2024-08-15 20:40:00,"카카오, 사칭·피싱 계정 알려주는 ‘페이크 시그널’ 도입","페이크 시그널은 카카오의 '안티어뷰징 시스템'에 <b>인공지능</b>(AI), 머신러닝 등의 기술을 결합해 카카오톡 프로필 정보와 계정 및 사용 이력 등을 분석하고 사칭 가능성이 높은 프로필을 자동으로 탐지한다. 기관이나 유명인... ",http://www.metroseoul.co.kr/article/20240815500102,http://www.metroseoul.co.kr/article/20240815500102
4,2024-08-15 20:36:00,현존 중심 '나눔과 사회적 의무' 탐구,게다가 요즘은 최첨단 <b>인공지능</b>의 발달로 사람들의 '적절한 일자리'마저 계속 줄어들고 있다. 우리 주위에 점점 '잉여' 인간들이 늘어날 수밖에 없는 구조다. '분배정치의 시대'로 큰 주목을 받은 바 있는 미국 스탠퍼드... ,https://www.kbmaeil.com/news/articleView.html?idxno=1007860,https://www.kbmaeil.com/news/articleView.html?idxno=1007860
5,2024-08-15 20:30:00,양산 돌입한 'KF-21 보라매'…유럽서 주목하는 이유,"또 <b>인공지능</b>(AI), 빅데이터 등 4차 산업혁명 기술이 집약됐다. KF-21은 4.5세대 전투기로서 제4세대 전투기와 5세대 전투기 사이의 성능을 갖추고 있다. KF-21 보라매의 경쟁 모델로는 프랑스 라팔, 유로파이터 타이푼... ",http://www.inews24.com/view/1753219,https://n.news.naver.com/mnews/article/031/0000862244?sid=101
6,2024-08-15 20:20:00,찬란한 멸종 外[새책],"인류 대멸종 이후인 2150년 <b>인공지능</b>의 독백을 시작으로 화성 이주, 농업의 발명과 가축의 탄생, 나무와 석탄의 탄생, 생명의 시작에 이르기까지 46억년 지구의 역사를 시간 역순으로 풀어나간다. 이정모 지음.... ",https://www.khan.co.kr/culture/culture-general/article/202408152017015,https://n.news.naver.com/mnews/article/032/0003315196?sid=103
7,2024-08-15 20:20:00,"소프트뱅크-인텔, '엔비디아 대항' AI칩 생산 협상 결렬","일본 소프트뱅크가 엔비디아에 대항할 <b>인공지능</b>(AI) 칩을 생산하고자 인텔에 손을 내밀었으나, 협상이 결렬된 것으로 파악됐다. 15일 연합뉴스에 따르면 영국 일간 파이낸셜타임스(FT)는 14일(현지시간) 복수의 익명... ",https://www.newsway.co.kr/news/view?ud=2024081520102931298,https://www.newsway.co.kr/news/view?ud=2024081520102931298
8,2024-08-15 20:10:00,광주·전남서도 제79주년 광복절 경축식 거행,"이날 전남도청 윤선도홀(1층 로비)에서는 ‘<b>인공지능</b>(AI)으로 만나는 독립투사’ 특별전시가 열려 독립투사들의 생생한 눈빛과 표정, 음성 등을 통해 나라사랑 정신과 굳은 의지를 다시금 일깨워줘 큰 호응을 얻었다.... ",http://www.kjdaily.com/article.php?aid=1723719062637783002,http://www.kjdaily.com/article.php?aid=1723719062637783002
9,2024-08-15 20:08:00,"애플, '탁상용 로봇' 개발 박차...&quot;136만원으로 2026년 출시 목표&quot;","하지만 애플의 기기는 <b>인공지능</b>(AI) 기능을 탑재, 사람의 움직임을 읽고 대화를 이해하며 이에 맞춰 각종 업무를 처리해 준다. 사람의 움직임에 맞춰 디스플레이를 위아래로 기울이거나 360도로 회전하며 추적할 수... ",https://www.aitimes.com/news/articleView.html?idxno=162537,https://www.aitimes.com/news/articleView.html?idxno=162537
10,2024-08-15 20:07:00,"반도체 덕에 ICT 수출, 9개월 연속 증가","특히 반도체는 <b>인공지능</b>(AI) 시장 성장, 정보기술(IT)기기 시장 회복에 따른 수요 확대 등으로 수출이 9개월 연속 두 자릿수 증가를 이어갔다. 메모리반도체 고정 거래가격이 상승하고, 고대역폭메모리(HBM) 등... ",https://www.khan.co.kr/economy/economy-general/article/202408152002025,https://n.news.naver.com/mnews/article/032/0003315184?sid=101
11,2024-08-15 20:07:00,"전성수 서울 서초구청장 “복합개발 양재역 일대 재구성, 모든 교통수단 5분 ...",양재·우면동 일대 <b>인공지능</b>(AI) 미래융합혁신지구와 양재1·2동 일대 정보통신기술(ICT) 특정개발진흥지구가 핵심이다. 전 구청장은 “서초의 ‘100년 먹거리’는 AI 연구기관·기업이 모인 산업 생태계”라며 “AI 특구는... ,https://www.khan.co.kr/local/Seoul/article/202408152005035,https://n.news.naver.com/mnews/article/032/0003315188?sid=102
12,2024-08-15 20:06:00,"대기업 올 2분기 영업이익, 작년의 2배 넘는 59조원",AI 열풍 수혜 반도체 업종이 주도 삼성전자·SK하이닉스 18조 늘어 전체 영업익 증가분 60% 차지 영업적자 가장 큰 기업은 SK온 전 세계적인 <b>인공지능</b>(AI) 열풍과 함께 반도체 업황이 호조를 보이면서 국내 500대... ,https://www.khan.co.kr/economy/economy-general/article/202408152002015,https://n.news.naver.com/mnews/article/032/0003315179?sid=101
13,2024-08-15 20:06:00,&quot;AI로 79년 전 그날의 감격을&quot;,"<b>인공지능</b> AI를 활용해 감격스러운 그날을 되살렸다고 합니다. 최한성 기자입니다. 【기자】 광복을 알리는 전단이 허공에 뿌려지고, 거리로 나온 시민들은 만세를 부르면서 해방의 기쁨을 누립니다. 이 영상은 28초... ",https://www.obsnews.co.kr/news/articleView.html?idxno=1452296,https://www.obsnews.co.kr/news/articleView.html?idxno=1452296
14,2024-08-15 20:06:00,"전주대학교 사범대학, 교육부 교·사대 교원양성과정 혁신 사업 선정","이 사업은 교육부가 고교학점제, <b>인공지능</b>(AI) 디지털 교과서 도입 등 학교 현장의 변화에 대응하여 수업 혁신을 선도할 교사를 양성하고자 올해 처음 추진하는 사업이다. 이를 통해 전주대 사범대학은 교육부와 함께 교실... ",http://www.domin.co.kr/news/articleView.html?idxno=1480892,http://www.domin.co.kr/news/articleView.html?idxno=1480892
15,2024-08-15 20:00:00,[날씨] 폭염 속 곳곳 소나기…낮 최고 30∼35도,kr ※ 이 기사는 엔씨소프트의 <b>인공지능</b> 기술인 자연어처리기술(NLP)과의 협업을 통해 제작되었습니다. <b>인공지능</b>이 쓴 초고와 기상청 데이터 등을 토대로 취재 기자가 최종 기사를 완성했으며 데스킹을... ,https://www.yna.co.kr/view/AKR20240815054400004?input=1195m,https://n.news.naver.com/mnews/article/001/0014877079?sid=102
16,2024-08-15 19:59:00,"남원시, 취약계층 407가구에 선풍기 전달","한편, 남원시는 폭염 대책으로 1인 가구 대상 <b>인공지능</b> 스피커 돌봄사업, 우체국 안부살핌 방문서비스, 스마트기기를 활용한 폭염대응 취약계층 안부 전화실시, 폭염 재난발생시 대피할 수 있는 임시주거시설 관리... ",http://sjbnews.com/news/news.php?number=824731,http://sjbnews.com/news/news.php?number=824731
17,2024-08-15 19:59:00,"전북은행장학문화재단, 도내 청년들 대상 ‘커리어 부트 2024 JB 청년캠프’ ...","이에 따라 청년캠프에서는 취업 트렌드 및 기업인재의 조건, 청년의 금융관리, <b>인공지능</b> AI와 SNS 활용법, 취업준비를 위한 나의 브랜딩, 취업선배와의 만남을 통한 토크콘서트 등 청년들의 역량 증진을 위한 체계적인... ",http://sjbnews.com/news/news.php?number=824735,http://sjbnews.com/news/news.php?number=824735
18,2024-08-15 19:59:00,인간의 뇌와 <b>지능</b>을 어떻게 모방하고 확장하는지 탐구,"'<b>인공지능</b>, 트랜스휴먼, 사이보그(지은이 김동환,펴낸 곳 커뮤니케이션북스)'는 AI와 인간의 관계를 통해 <b>인공지능</b> 시대의 새로운 인간다움을 모색하며, AI가 인간 사회에 미치는 영향을 깊이 있게 다루고 있다. AI와... ",http://sjbnews.com/news/news.php?number=824721,http://sjbnews.com/news/news.php?number=824721
19,2024-08-15 19:56:00,"[코툰] &quot;금융 서비스 변화 주도 빅 기술 트렌드, 암호화폐·AI&quot;",데일리호들에 따르면 로빈후드 CEO 블라드 테네프(Vlad Tenev)가 최근 인터뷰를 통해 금융 서비스의 변화를 주도하는 두 가지 빅 기술 트렌드로 암호화폐와 <b>인공지능</b>(AI)를 꼽았다. 이어 &quot;로빈후드는 이 두 기술 분야의... ,http://coinreaders.com/121255,http://coinreaders.com/121255
20,2024-08-15 19:48:00,[발언대] '온라인세이프티' -디지털 성범죄로부터 보호를,특히 최근에는 AI(<b>인공지능</b>)로 미성년자 성착취물을 만들고 거래를 하는 사건까지 발생하면서 디지털 공간에서 아동·청소년 대상 성범죄 문제가 심각해지고 있다.유엔아동권리협약 34조에 따르면 아동은 성적으로... ,http://www.kyeongin.com/main/view.php?key=20240816010001561,http://www.kyeongin.com/main/view.php?key=20240816010001561
21,2024-08-15 19:46:00,용석우 삼성전자 사장 &quot;AI로 차세대 TV 정의 제...일상 바꿀 것&quot;,용석우 삼성전자 영상디스플레이(VD)사업부장(사장)은 &quot;기존 스크린으로는 하지 못했던 새로운 경험을 <b>인공지능</b>(AI) 스크린으로 열어갈 것&quot;이라고 말했다. 15일 연합뉴스에 따르면 용 사장은 이날 삼성전자 뉴스룸... ,https://www.asiatime.co.kr/article/20240815500025,https://www.asiatime.co.kr/article/20240815500025
22,2024-08-15 19:43:00,유전자 검사 없이 AI가 암 진단…의료 AI 시장 '후끈',이제는 <b>인공지능</b> AI 기술이 유전자 검사 없이 암 진단을 뚝딱 내리는 시대가 열렸습니다. 정설민 기자가 보도합니다. 【 기자 】 폐 조직을 떼어내 현미경으로 본 사진입니다. AI에게 분석을 맡겨 봤습니다. 1분도 안 돼... ,http://www.mbn.co.kr/pages/news/newsView.php?news_seq_no=5049810,https://n.news.naver.com/mnews/article/057/0001835892?sid=101
23,2024-08-15 19:39:00,강기정 시장 &quot;AI×문화 중심도시로 세계 기여&quot;,"강기정 광주광역시장은 15일 국립아시아문화전당 예술극장 극장 2에서 열린 제79주년 광복절 경축식에서 식민통치의 같은 아픔을 가진 한국과 아세안 국가의 연대를 강조하고, 광주의 자산인 문화예술과 <b>인공지능</b>(AI)... ",https://view.asiae.co.kr/article/2024081519300965687,https://n.news.naver.com/mnews/article/277/0005459564?sid=102
24,2024-08-15 19:36:00,AI로 어떻게 마케팅 창의성 높일까? 세계 광고계의 화두,"주제는 ‘AIM, AI로 마케팅 성공을 겨냥하다’로, <b>인공지능</b> 생성 콘텐츠 등 <b>인공지능</b> 기술을 활용한 마케팅 성공 사례를 망라하고 산업 흐름을 짚는다. ▮AI-광고, 다각도에서 접근 행사는 크게 ▷시상 ▷콘퍼런스 ▷전시... ",http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0500&key=20240816.22013004320,https://n.news.naver.com/mnews/article/658/0000081265?sid=103
25,2024-08-15 19:34:00,삼성전자 AI 탑재 가전 매장 효자 상품에 등극,"기호일보 - 아침을 여는 신문, KIHOILBO 삼성전자의 올해 <b>인공지능</b>(AI) 가전 판매가 7월까지 150만 대를 돌파했다. 집계 품목은 TV, 모니터, 냉장고, 식기세척기, 세탁기, 인덕션, 건조기, 에어컨, 로봇청소기 등 15종으로... ",http://www.kihoilbo.co.kr/news/articleView.html?idxno=1105060,http://www.kihoilbo.co.kr/news/articleView.html?idxno=1105060
26,2024-08-15 19:34:00,"애플, 'AI 로봇'으로 스마트홈 시장 도전장... 2027년 출시 목표","이 제품에는 애플의 <b>인공지능</b>(AI) 시스템인 '애플 인텔리전스'와 음성 비서인 '시리'가 탑재되며, 스마트홈 기기들의 원격 제어, 화상회의, 원격 주택 보안 등의 기능을 제공할 예정이다. 애플은 이 가정용 로봇을... ",https://www.gokorea.kr/news/articleView.html?idxno=802801,https://www.gokorea.kr/news/articleView.html?idxno=802801
27,2024-08-15 19:32:00,광복 소식 전해드리자 &quot;만세!!&quot;…독립운동가 AI 영상 '울컥',"광복절인 오늘(15일) <b>인공지능</b>, AI 기술로 구현한 독립 운동가들의 모습이 화제입니다. 정해성 기자입니다. 유관순 열사가 활짝 웃으며 만세를 부릅니다. 일제로부터 독립했다는 소식이 전해지자 안중근, 김구, 윤봉길... ",https://news.jtbc.co.kr/article/article.aspx?news_id=NB12210588,https://n.news.naver.com/mnews/article/437/0000406362?sid=103
28,2024-08-15 19:26:00,남세종청소년센터 '세계 청소년의 날' 토론의 장 마련,"또 청소년 유관 기관과 협력해 인종 차별을 주제로 한 영화상영회, <b>인공지능</b>(AI) 로봇 체험, 환경 관련 체험 부스 등 다양한 체험 프로그램을 마련했다. 이밖에 청소년 밴드, 케이팝(K-POP) 댄스공연 등의 흥겨운 무대로... ",https://www.ccdn.co.kr/news/articleView.html?idxno=991263,https://www.ccdn.co.kr/news/articleView.html?idxno=991263
29,2024-08-15 19:26:00,"순천향대, '2024 교원양성과정 개선대학 지원사업' 최종 선정",순천향대는 올해 사업에 '중등 단독형'으로 선정돼 연간 1억7천500만원 가량의 사업비로 △예비교원의 디지털 대전환에 대한 비전 이해와 <b>인공지능</b>(AI) 디지털교과서를 활용한 수업 혁신 역량 강화 △현장·전문성 강화를... ,https://www.ccdn.co.kr/news/articleView.html?idxno=991334,https://www.ccdn.co.kr/news/articleView.html?idxno=991334
30,2024-08-15 19:26:00,"충남 금산다락원 청소년수련관, 코딩경진대회 참여 청소년 한국항공우주연구원...","또, 청소년코딩대회 심사위원으로 참여했던 지기만 박사와 만나 <b>인공지능</b>(AI), 소프트웨어(SW) 융합기술에 관한 이야기를 들었다. 수련관 담당자는 &quot;이번 견학으로 디지털 시대를 선도하는 청소년들이 4차 산업 등... ",https://www.ccdn.co.kr/news/articleView.html?idxno=991313,https://www.ccdn.co.kr/news/articleView.html?idxno=991313
31,2024-08-15 19:26:00,"국립 공주대 사범대학, 2024년'교원양성과정 개선대학 지원사업'선정","'교원양성과정 개선대학 지원사업'은 <b>인공지능</b>(AI) 디지털교과서 도입 등 학교현장 변화에 대응하여 수업 혁신을 이끄는 예비 교원을 양성할 수 있도록 교원양성대학(사범대학, 교육대학, 교육대학원)의 교육과정... ",https://www.ccdn.co.kr/news/articleView.html?idxno=991311,https://www.ccdn.co.kr/news/articleView.html?idxno=991311
32,2024-08-15 19:26:00,"단국대, 수도권 대학 유일 고용노동부 청년 고용지원사업서 4관왕","최근 2년간 단국대 취창업지원처는 △취업전담 지도교수 1:1 배정 3,512명 △취업실태조사 2,171명 △미취업 졸업생 특화 프로그램 참여 270명 △DKU 인재풀 258명 등록 △<b>인공지능</b> 기반 맞춤형 Dan-i 챗봇 서비스 6,861명(건) 등... ",https://www.ccdn.co.kr/news/articleView.html?idxno=991323,https://www.ccdn.co.kr/news/articleView.html?idxno=991323
33,2024-08-15 19:24:00,"서원대, 교육부 교원양성과정 개선대학 선정",교육부에서 올해 처음으로 추진하는 이 사업은 <b>인공지능</b>(AI) 디지털 교과서 도입 등 변화에 대응할 수 있도록 교원양성기관의 교육과정 혁신을 지원한다. 서원대는 미래 교육 환경에 부합하는 교육과정을 개발하고 지역... ,https://www.ccdn.co.kr/news/articleView.html?idxno=991439,https://www.ccdn.co.kr/news/articleView.html?idxno=991439
34,2024-08-15 19:08:00,"[기고] AI 시대, 데이터 품질표준의 중요성",이승윤 ETRI 표준연구본부장 지금 세계는 <b>인공지능</b>(AI)이 가져올 장미빛 미래와 함께 AI가 야기할지도 모르는 위험성을 경고하고 있다. AI 의존도가 높아지는 만큼 AI가 만들어 내는 결과에 대한 정확성과 신뢰성은 매우... ,https://www.dt.co.kr/contents.html?article_no=2024081602102369807001&ref=naver,https://n.news.naver.com/mnews/article/029/0002895482?sid=110
35,2024-08-15 19:06:00,"전라남도, 제79주년 광복절 경축식 가져","이날 전남도청 윤선도 홀에서는 ‘<b>인공지능</b>(AI)으로 만나는 독립투사’ 특별전시가 열려, 독립투사의 생생한 눈빛과 표정, 음성 등을 통해 그들이 품었던 나라 사랑 정신과 굳은 의지를 다시금 일깨워줘 관람객에게 큰... ",https://view.asiae.co.kr/article/2024081519061639033,https://n.news.naver.com/mnews/article/277/0005459559?sid=102
36,2024-08-15 19:03:00,"&quot;하늘에선 이렇게 웃으시길&quot;, 유관순 열사·김구 선생의 '만세' 웃음",<b>인공지능</b>(AI)으로 만들어진 영상 속에 독립운동가 안중근·김구·유관순·김마리아·홍범도·윤봉길·김원봉 선생 등이 활짝 웃으며 '만세' 하는 모습이 담겨 감동을 자아내고 있다. 최근 유튜브 채널 '하일광'에는 '멈춰... ,https://www.imaeil.com/page/view/2024081518553340815,https://n.news.naver.com/mnews/article/088/0000898486?sid=102
37,2024-08-15 19:02:00,"광주 CCTV통합관제센터, 안전지킴이 ‘톡톡’","것을 관제 요원이 발견, 즉시 경찰에게 알려 발견 10분 만에 사고 없이 화재를 예방했다. 오는 11월에는 동구 금남로 일대를 대상으로 ‘<b>인공지능</b>(AI)을 활용한 CCTV 영상 기반 사람 찾기 시스템’을 시범 운영할 예정이다.",http://www.kjdaily.com/article.php?aid=1723715699637744005,http://www.kjdaily.com/article.php?aid=1723715699637744005
38,2024-08-15 19:00:00,"&quot;애플, 탁상용 로봇 개발에 진척…이르면 2026년 출시&quot;",코드네임이 'J595'인 이 프로젝트는 2022년 애플 경영진의 승인을 받았지만 최근에야 탄력을 받아 애플의 <b>인공지능</b>(AI) 시스템인 '애플 인텔리전스(Apple Intelligence)'와 음성 비서 '시리(Siri)'의 탑재가 확정됐다.... ,https://www.delighti.co.kr/news/articleView.html?idxno=84756,https://www.delighti.co.kr/news/articleView.html?idxno=84756
39,2024-08-15 19:00:00,&quot;OS에 AI칩까지&quot; 애플·엔비디아급 IT 거물이 되어가는 화웨이,첨단 반도체를 조달하기 어려운 상황에서도 <b>인공지능</b>(AI) 칩 등을 개발하며 기술 자립에 이르렀다는 분석이 나오고 있다. 화웨이의 파죽지세 15일 월스트리트저널(WSJ) 등에 따르면 화웨이는 지난해 내놓은 AI 칩... ,https://www.joongang.co.kr/article/25270872,https://n.news.naver.com/mnews/article/025/0003380065?sid=101
40,2024-08-15 18:56:00,"국힘 광주시당, 지역 현안 해결 노력 … ‘광주 패싱’ 개선 될까","앞서 민선8기 광주시·전남도의 1호 상생 사업인 <b>인공지능</b>(AI) 반도체 특화단지 조성 사업이 정부 사업에서 탈락하고, AI 등 지역 현안 해결을 위한 여러 사업이 정부 사업에서 제외·보류되는 등 ‘광주 패싱’에 대한... ",http://www.kwangju.co.kr/article.php?aid=1723715700772419004,http://www.kwangju.co.kr/article.php?aid=1723715700772419004
41,2024-08-15 18:56:00,큐빅 &quot;합성 데이터로 글로벌 시장 개척할 것&quot;,"큐빅(CUBIG, 대표 배호·정민찬)은 합성 데이터 생성-변환 기술로 최근 SKT-하나은행 액셀러레이터 2기 스타트업에 선정된 <b>인공지능</b>(AI) 데이터 전문 회사다. 크게 두가지 트랙의 사업을 진행하고 있다. ▲'DTS(Data Transform... ",https://www.aitimes.com/news/articleView.html?idxno=162451,https://www.aitimes.com/news/articleView.html?idxno=162451
42,2024-08-15 18:52:00,이상일 용인시장 “재난 관리 평가에서 3년 연속 대통령 표창 받아”,경우 <b>인공지능</b> 카메라가 이를 감지해서 보행신호를 자동적으로 늘려주는 기능을 가진 신호등)은 저학년 학생들의 보행안전에 큰 기여를 할 것으로 기대한다”고 말했다. 그러면서 “청덕초등학교 학생들이 안전하고... ,https://www.nspna.com/news/?mode=view&newsid=713292,https://www.nspna.com/news/?mode=view&newsid=713292
43,2024-08-15 18:41:00,&quot;광복 소식 전해드렸더니…&quot; 안중근·유관순 표정 확 달라졌다,<b>인공지능</b>(AI)를 통해 복원된 '광복을 맞이한 독립운동가들'의 모습이 온라인상 화제가 되고 있다. 광복절을 맞은 15일 각종 온라인커뮤니티에서는 AI를 활용해 독립운동가들의 모습을 복원한 유튜브 채널 하일광의... ,https://www.joongang.co.kr/article/25270869,https://n.news.naver.com/mnews/article/025/0003380062?sid=102
44,2024-08-15 18:40:00,"&quot;저가 매수 기회&quot; 기관 투자자, 구리 ETF 담았다",한 증권사 연구원은 &quot;<b>인공지능</b>(AI) 열풍에 데이터센터 수요가 늘며 전선과 장비에 사용되는 구리 가격이 5월 피크를 찍었다 최근에는 가격이 떨어진 상황&quot;이라며 &quot;이달 들어 미국 경제에 대한 우려도 커지며 구리... ,https://www.dt.co.kr/contents.html?article_no=2024081502109963046006&ref=naver,https://n.news.naver.com/mnews/article/029/0002895477?sid=101
45,2024-08-15 18:39:00,"고양시, '2024 대한민국 첨단기술 대전'…역대 최대 규모 개최","주요 전시로는 로보월드, <b>인공지능</b>(AI) Show, 한국국제건설기계전, 고양 드론·도심항공모빌리티 박람회, 디지털 미디어 &amp; 퓨처쇼, 콘텐츠 코리아가 있으며, 붐업코리아 및 경기 국제 글로벌 대전환포럼도 함께... ",https://www.etnews.com/20240815000054,https://n.news.naver.com/mnews/article/030/0003231909?sid=102
46,2024-08-15 18:35:00,&quot;직원들 해고할 것&quot; 폭탄 선언에 '환호'…주가 폭등했다,최근 시스코는 사이버 보안과 <b>인공지능</b>(AI) 등 이익을 낼 수 있는 사업으로 초점을 옮기고 있는 것으로 알려졌다. 이들 기업이 실적을 개선할 때까지 신중히 지켜봐야 한다는 의견도 나온다. 미국의 대표적... ,https://www.hankyung.com/article/2024081554271,https://n.news.naver.com/mnews/article/015/0005022137?sid=104
47,2024-08-15 18:34:00,&quot;전기차 화재? 우리는 없다&quot;…획기적 '신기술' 공개한 현대차,현대차·기아는 <b>인공지능</b>(AI)과 클라우드 기술을 적용해 BMS 기능을 고도화할 방침이다. BMS를 통해 배터리의 모든 정보를 자사 클라우드에 모은 뒤 AI로 분석해 안전을 관리하는 ‘온보드-클라우드 통합 안전관리 시스템’... ,https://www.hankyung.com/article/2024081554101,https://n.news.naver.com/mnews/article/015/0005022135?sid=103
48,2024-08-15 18:34:00,&quot;데이터·AI·연결이 DX 핵심…스마트 팩토리 아닌 스마트 컴퍼니가 지향점&quot;,디지털기술을 기반으로 하는 DX는 일반적으로 사물인터넷(IoT) 등 연결을 통해 생성되고 수집되는 많은 데이터를 <b>인공지능</b>(AI)이 분석해 새로운 가치나 성장동력을 만드는 개념으로 정의할 수 있다. DX에는 이 밖에도... ,https://www.hankyung.com/article/2024081553971,https://n.news.naver.com/mnews/article/015/0005022134?sid=101
49,2024-08-15 18:34:00,[만파식적] 매그니피센트7,블룸버그는 “이익 성장세가 둔화하면서 투자자들은 더 이상 <b>인공지능</b>(AI)의 가능성에 감명을 받지 않는다”면서 “투자자들은 결과물을 원한다”고 지적했다. 다만 13일 뉴욕 증시에서 매그니피센트7 종목들의 주가는... ,https://www.sedaily.com/NewsView/2DD0ZFPWNS,https://n.news.naver.com/mnews/article/011/0004380630?sid=110
50,2024-08-15 18:32:00,&quot;반려동물부터 AI까지&quot;…대한상의 지원 '규제특례 승인' 400건 돌파,"규제 특례 승인까지 어려움이 많았던 과제는 '<b>인공지능</b>(AI) 활용 반려동물 비대면 진료 상담 서비스'로 조사됐다. 센터는 규제샌드박스 승인 사례를 통해 분석한 주요 신산업 키워드로 공유경제, 탄소중립, 반려동물... ",https://www.youthdaily.co.kr/news/article.html?no=162481,https://www.youthdaily.co.kr/news/article.html?no=162481
51,2024-08-15 18:31:00,서울에 5성급만 다섯개…'호텔 큰 손' KT,노보텔 앰배서더 동대문은 국내 호텔로는 처음으로 <b>인공지능</b>(AI) 기술이 적용됐다. KT의 AI 음성 인식 플랫폼 기가지니 인사이드를 활용해 고객 문의에 실시간으로 응대하는 AI 커시어지 서비스가 대표적이다.,https://www.hankyung.com/article/2024081554021,https://n.news.naver.com/mnews/article/015/0005022127?sid=101
52,2024-08-15 18:30:00,"대구 기업 車부품 웃고, 2차전지 울고…서한, 건설 침체 속 선방",이수페타시스는 <b>인공지능</b>(AI) 시장 팽창으로 수요가 급증한 반도체 인쇄회로기판을 양산하고 있어 하반기에도 호실적이 이어질 것이란 전망이 우세하다. 반면 2차전지 양극재 전문기업 '엘앤에프'는 전기차 배터리... ,https://www.imaeil.com/page/view/2024081514254781094,https://n.news.naver.com/mnews/article/088/0000898482?sid=101
53,2024-08-15 18:29:00,&quot;수학적 최적화가 AI·미래산업 경쟁력 결정&quot;,이 교수는 15일 한국경제신문과의 인터뷰에서 “<b>인공지능</b>(AI)의 본질도 결국 최적화”라며 “머신러닝(기계학습)은 특히 수학적 최적화 기법으로 이뤄져 있다”고 강조했다. 산업공학계 국내 최고 전문가로 꼽히는 그는... ,https://www.hankyung.com/article/2024081554151,https://n.news.naver.com/mnews/article/015/0005022124?sid=105
54,2024-08-15 18:26:00,‘교권침해 논란’ 서술형·학부모 평가 폐지 추진,"개편되는 교원평가 진단 결과와 <b>인공지능</b>(AI) 기반 맞춤형 연수 추천, 학습 연구년제 등 보상을 확대해 교원의 맞춤형 역량 개발을 지원하는 방식으로 개선한다는 방침이다. 또 동료교원평가는 별도 제도였던 ‘교원업적... ",https://www.hangyo.com/news/article.html?no=102374,https://www.hangyo.com/news/article.html?no=102374
55,2024-08-15 18:26:00,거리로 나온 '배달로봇' 뒤엔... 대한상의 지원사격 있었다,지원센터는 규제샌드박스 승인 사례로 본 주요 신산업 키워드로 △공유경제 △탄소중립 △반려동물 △헬스케어 △정보통신 △<b>인공지능</b>을 꼽았다. 특히 '자율주행 배달로봇'은 2021년 9월 규제특례 승인을 받아 3년... ,http://www.fnnews.com/news/202408151824410837,https://n.news.naver.com/mnews/article/014/0005228288?sid=101
56,2024-08-15 18:26:00,8조 벌어 투자만 19조...반도체기업 홀로 분투 ['돈 먹는 하마' 반도체·디스...,"최태원 SK그룹 회장 겸 대한상공회의소 회장은 지난달 대한상의 제주포럼 기자간담회에서 &quot;과거에는 R&amp;D(연구개발)를 통해 반도체 집적도를 높이는 게 가능했지만, <b>인공지능</b>(AI)의 발전으로 시장에서 요구하는 반도체... ",http://www.fnnews.com/news/202408151825158996,https://n.news.naver.com/mnews/article/014/0005228297?sid=101
57,2024-08-15 18:24:00,"세종대, 2025학년도 수시모집 1617명···다음달 10~13일 원서 접수","AI로봇학과, <b>인공지능</b>데이터사이언스학과, 우주항공시스템공학부 <b>지능</b>형드론융합전공과 함께 총 6개 첨단학과에서 374명을 선발한다. AI로봇학과는 지역균형으로 32명, 세종창의인재(면접형) 24명 등 총 115명을... ",https://zdnet.co.kr/view/?no=20240815182325,https://n.news.naver.com/mnews/article/092/0002342236?sid=105
58,2024-08-15 18:23:00,"&quot;금융권, 대출심사·투자추천에 AI 활용&quot;","금융당국이 금융회사의 내부 전산망을 외부와 차단하는 ‘망 분리’ 규제 철폐에 나서면서 금융사의 <b>인공지능</b>(AI) 활용에 관심이 쏠리고 있다. 삼성SDS는 대출·보상 심사, 광고 및 안내문 생성, 투자 대상(포트폴리오)... ",https://www.hankyung.com/article/2024081553491,https://n.news.naver.com/mnews/article/015/0005022116?sid=101
